,Alloy composition,,,,,,,,,,,,,,Heat Treatment,,,,,,Microstructure and Phases,,Allot Discription ,,
Alloy ,Al,Co,Cr,Fe,Ni,Cu,Mn,Ti,V,Nb,Mo,Zr,Hf,Ta,Homogenization_Temp,Homogenization_Time,Annealing_Temp,Annealing_Time_(min),Quenching,HPR,Microstructure,Phases,"The alloy Al0.5NbTaTiV , is having 5 elemental composition and without heat treatment it is showing BCC microstructure and BCC_SS Phases",,References
Al10Co25Cr8Fe15Ni36Ti6,0.1,0.25,0.08,0.15,0.36,0,0,0.06,0,0,0,0,0,0,1220,1200,900,3000,,,FCC + Im,Im,,,10.1007/s11837-015-1484-7
Al0.2Co1.5CrFeNi1.5Ti0.3,0.036363636,0.272727273,0.181818182,0.181818182,0.272727273,0,0,0.054545455,0,0,0,0,0,0,1200,2880,,,,,FCC + Im,Im,,,10.1016/j.ijplas.2017.10.005
Al0.2Co1.5CrFeNi1.5Ti0.3,0.036363636,0.272727273,0.181818182,0.181818182,0.272727273,0,0,0.054545455,0,0,0,0,0,0,1200,2880,800,60,,,FCC + Im,Im,,,10.1016/j.ijplas.2017.10.005
Al0.2Co1.5CrFeNi1.5Ti0.3,0.036363636,0.272727273,0.181818182,0.181818182,0.272727273,0,0,0.054545455,0,0,0,0,0,0,1200,2880,800,300,,,FCC + Im,Im,,,10.1016/j.ijplas.2017.10.005
Al0.2Co1.5CrFeNi1.5Ti0.3,0.036363636,0.272727273,0.181818182,0.181818182,0.272727273,0,0,0.054545455,0,0,0,0,0,0,1200,2880,800,1500,,,FCC + Im,Im,,,10.1016/j.ijplas.2017.10.005
Al0.2Co1.5CrFeNi1.5Ti0.3,0.036363636,0.272727273,0.181818182,0.181818182,0.272727273,0,0,0.054545455,0,0,0,0,0,0,1200,2880,800,3000,,,FCC + Im,Im,,,10.1016/j.ijplas.2017.10.005
Al0.2Co1.5CrFeNi1.5Ti0.3,0.036363636,0.272727273,0.181818182,0.181818182,0.272727273,0,0,0.054545455,0,0,0,0,0,0,1200,2880,800,6000,,,FCC + Im,Im,,,10.1016/j.ijplas.2017.10.005
Al0.5CrNbTi2V0.5,0.1,0,0.2,0,0,0,0,0.4,0.1,0.2,0,0,0,0,,,1200,1440,AQ,,BCC + Im,Im,,,10.1016/j.matlet.2016.11.030
Al0.5CrNbTi2V0.5,0.1,0,0.2,0,0,0,0,0.4,0.1,0.2,0,0,0,0,,,1200,1440,AQ,,BCC + Im,Im,,,10.1016/j.matlet.2016.11.030
Al0.5CrNbTi2V0.5,0.1,0,0.2,0,0,0,0,0.4,0.1,0.2,0,0,0,0,,,1200,1440,AQ,,BCC + Im,Im,,,10.1016/j.matlet.2016.11.030
Al0.5CrNbTi2V0.5,0.1,0,0.2,0,0,0,0,0.4,0.1,0.2,0,0,0,0,,,1200,1440,AQ,,BCC + Im,Im,,,10.1016/j.matlet.2016.11.030
AlHfNbTaTiZr,0.166666667,0,0,0,0,0,0,0.166666667,0,0.166666667,0,0.166666667,0.166666667,0.166666667,,,,,,,BCC,BCC_SS,,,10.1016/j.jallcom.2014.11.064
Hf0.5Mo0.5NbTiZrC0.1,0,0,0,0,0,0,0,0.243902439,0,0.243902439,0.12195122,0.243902439,0.12195122,0,,,,,,,BCC + Im,Im,,,10.1016/j.intermet.2015.09.011
Hf0.5Mo0.5NbTiZrC0.3,0,0,0,0,0,0,0,0.23255814,0,0.23255814,0.11627907,0.23255814,0.11627907,0,,,,,,,BCC + Im,Im,,,10.1016/j.intermet.2015.09.011
Al0.5NbTa0.8Ti1.5V0.2Zr,0.1,0,0,0,0,0,0,0.3,0.04,0.2,0,0.2,0,0.16,1200,1440,,,10 °C/min,,BCC + Im,Im,,,10.1038/s41598-018-27144-3
Al0.5NbTa0.8Ti1.5V0.2Zr,0.1,0,0,0,0,0,0,0.3,0.04,0.2,0,0.2,0,0.16,1200,1440,,,10 °C/min,,BCC + Im,Im,,,10.1038/s41598-018-27144-3
Al0.5NbTa0.8Ti1.5V0.2Zr,0.1,0,0,0,0,0,0,0.3,0.04,0.2,0,0.2,0,0.16,1200,1440,1400,20,WQ,,BCC + Im,Im,,,10.1038/s41598-018-27144-3
Al0.5NbTa0.8Ti1.5V0.2Zr,0.1,0,0,0,0,0,0,0.3,0.04,0.2,0,0.2,0,0.16,1200,1440,1400,20,WQ,,BCC + Im,Im,,,10.1038/s41598-018-27144-3
Al0.5NbTa0.8Ti1.5V0.2Zr,0.1,0,0,0,0,0,0,0.3,0.04,0.2,0,0.2,0,0.16,1200,1440,600,7200,WQ,,BCC + Im,Im,,,10.1038/s41598-018-27144-3
Al0.5NbTa0.8Ti1.5V0.2Zr,0.1,0,0,0,0,0,0,0.3,0.04,0.2,0,0.2,0,0.16,1200,1440,600,7200,WQ,,BCC + Im,Im,,,10.1038/s41598-018-27144-3
Mo0.5NbHf0.5ZrTiSi0.1,0,0,0,0,0,0,0,0.243902439,0,0.243902439,0.12195122,0.243902439,0.12195122,0,,,,,,,BCC,BCC_SS,,,10.1016/j.jallcom.2015.11.091
Mo0.5NbHf0.5ZrTiSi0.3,0,0,0,0,0,0,0,0.23255814,0,0.23255814,0.11627907,0.23255814,0.11627907,0,,,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2015.11.091
Mo0.5NbHf0.5ZrTiSi0.5,0,0,0,0,0,0,0,0.222222222,0,0.222222222,0.111111111,0.222222222,0.111111111,0,,,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2015.11.091
Mo0.5NbHf0.5ZrTiSi0.7,0,0,0,0,0,0,0,0.212765957,0,0.212765957,0.106382979,0.212765957,0.106382979,0,,,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2015.11.091
Mo0.5NbHf0.5ZrTiSi0.9,0,0,0,0,0,0,0,0.204081633,0,0.204081633,0.102040816,0.204081633,0.102040816,0,,,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2015.11.091
HfMo0.5NbTiV0.5Si0.3,0,0,0,0,0,0,0,0.23255814,0.11627907,0.23255814,0.11627907,0,0.23255814,0,,,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2016.10.014
HfMo0.5NbTiV0.5Si0.5,0,0,0,0,0,0,0,0.222222222,0.111111111,0.222222222,0.111111111,0,0.222222222,0,,,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2016.10.014
HfMo0.5NbTiV0.5Si0.7,0,0,0,0,0,0,0,0.212765957,0.106382979,0.212765957,0.106382979,0,0.212765957,0,,,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2016.10.014
HfMo0.5NbTiV0.5Si0.3,0,0,0,0,0,0,0,0.23255814,0.11627907,0.23255814,0.11627907,0,0.23255814,0,,,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2016.10.014
HfMo0.5NbTiV0.5Si0.5,0,0,0,0,0,0,0,0.222222222,0.111111111,0.222222222,0.111111111,0,0.222222222,0,,,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2016.10.014
HfMo0.5NbTiV0.5Si0.7,0,0,0,0,0,0,0,0.212765957,0.106382979,0.212765957,0.106382979,0,0.212765957,0,,,,,,,BCC + Im,Im,,,10.1016/j.jallcom.2016.10.014
AlNbTiV,0.25,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0,1200,1440,,,,,BCC,BCC_SS,,,10.1016/j.jallcom.2015.08.224
AlNbTiV,0.25,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0,1200,1440,,,,,BCC,BCC_SS,,,10.1016/j.jallcom.2015.08.224
HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,1100,300,,,,HPT,BCC,BCC_SS,,,10.1016/j.actamat.2017.09.035
MoNb0.5HfZrTi,0,0,0,0,0,0,0,0.222222222,0,0.111111111,0.222222222,0.222222222,0.222222222,0,,,,,,,BCC,BCC_SS,,,10.1016/j.intermet.2015.10.011
MoNb1.5HfZrTi,0,0,0,0,0,0,0,0.181818182,0,0.272727273,0.181818182,0.181818182,0.181818182,0,,,,,,,BCC,BCC_SS,,,10.1016/j.intermet.2015.10.011
MoNbHfZrTi0.5,0,0,0,0,0,0,0,0.111111111,0,0.222222222,0.222222222,0.222222222,0.222222222,0,,,,,,,BCC,BCC_SS,,,10.1016/j.intermet.2015.10.011
MoNbHfZrTi1.5,0,0,0,0,0,0,0,0.272727273,0,0.181818182,0.181818182,0.181818182,0.181818182,0,,,,,,,BCC,BCC_SS,,,10.1016/j.intermet.2015.10.011
MoNbHfZr0.5Ti,0,0,0,0,0,0,0,0.222222222,0,0.222222222,0.222222222,0.111111111,0.222222222,0,,,,,,,BCC,BCC_SS,,,10.1016/j.intermet.2015.10.011
MoNbHfZr1.5Ti,0,0,0,0,0,0,0,0.181818182,0,0.181818182,0.181818182,0.272727273,0.181818182,0,,,,,,,BCC,BCC_SS,,,10.1016/j.intermet.2015.10.011
MoNbHf0.5ZrTi,0,0,0,0,0,0,0,0.222222222,0,0.222222222,0.222222222,0.222222222,0.111111111,0,,,,,,,BCC,BCC_SS,,,10.1016/j.intermet.2015.10.011
MoNbHf1.5ZrTi,0,0,0,0,0,0,0,0.181818182,0,0.181818182,0.181818182,0.181818182,0.272727273,0,,,,,,,BCC,BCC_SS,,,10.1016/j.intermet.2015.10.011
Mo0.5NbHf0.5ZrTi,0,0,0,0,0,0,0,0.25,0,0.25,0.125,0.25,0.125,0,,,,,,,BCC,BCC_SS,,,10.1016/j.intermet.2015.10.011
Mo1.5NbHfZrTi,0,0,0,0,0,0,0,0.181818182,0,0.181818182,0.272727273,0.181818182,0.181818182,0,,,,,,,BCC,BCC_SS,,,10.1016/j.intermet.2015.10.011
FeCoNiCrMn,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.actamat.2013.09.037
Fe19.6Co19.6Ni19.6Cr19.6Mn19.6Al2,0.02,0.196,0.196,0.196,0.196,0,0.196,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.actamat.2013.09.037
Fe19.2Co19.2Ni19.2Cr19.2Mn19.2Al4,0.04,0.192,0.192,0.192,0.192,0,0.192,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.actamat.2013.09.037
Fe18.6Co18.6Ni18.6Cr18.8Mn18.8Al7,0.069860279,0.185628743,0.18762475,0.185628743,0.185628743,0,0.185628743,0,0,0,0,0,0,0,,,,,,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.actamat.2013.09.037
Fe18.4Co18.4Ni18.4Cr18.4Mn18.4Al8,0.08,0.184,0.184,0.184,0.184,0,0.184,0,0,0,0,0,0,0,,,,,,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.actamat.2013.09.037
Fe18.2Co18.2Ni18.2Cr18.2Mn18.2Al9,0.09,0.182,0.182,0.182,0.182,0,0.182,0,0,0,0,0,0,0,,,,,,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.actamat.2013.09.037
Fe18Co18Ni18Cr18Mn18Al10,0.1,0.18,0.18,0.18,0.18,0,0.18,0,0,0,0,0,0,0,,,,,,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.actamat.2013.09.037
Fe17.8Co17.8Ni17.8Cr17.8Mn17.8Al11,0.11,0.178,0.178,0.178,0.178,0,0.178,0,0,0,0,0,0,0,,,,,,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.actamat.2013.09.037
NbMoTa,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0.333333333,,,,,,,BCC,BCC_SS,,,10.3390/ma12030533
NbMoTa,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0.333333333,,,,,,,BCC,BCC_SS,,,10.3390/ma12030533
W0.16NbMoTa,0,0,0,0,0,0,0,0,0,0.316455696,0.316455696,0,0,0.316455696,,,,,,,BCC,BCC_SS,,,10.3390/ma12030533
W0.33NbMoTa,0,0,0,0,0,0,0,0,0,0.3003003,0.3003003,0,0,0.3003003,,,,,,,BCC,BCC_SS,,,10.3390/ma12030533
W0.53NbMoTa,0,0,0,0,0,0,0,0,0,0.283286119,0.283286119,0,0,0.283286119,,,,,,,BCC,BCC_SS,,,10.3390/ma12030533
Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0,0,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.mtla.2019.100522
Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0,0,0,0,0,0,0,0,0,,,500,6000,,,FCC + Im,Im,,,10.1016/j.mtla.2019.100522
Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0,0,0,0,0,0,0,0,0,,,620,3000,,,FCC + Im,Im,,,10.1016/j.mtla.2019.100522
Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0,0,0,0,0,0,0,0,0,1150,5,,,WQ,,FCC,FCC_SS,,,10.1016/j.matdes.2017.02.072
Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0,0,0,0,0,0,0,0,0,1150,60,700,4200,WQ,,FCC + Im,Im,,,10.1016/j.matdes.2017.02.072
Al0.3CoCrFeNi,0.069767442,0.23255814,0.23255814,0.23255814,0.23255814,0,0,0,0,0,0,0,0,0,1150,60,550,9000,WQ,,FCC + Im,Im,,,10.1016/j.matdes.2017.02.072
CoCrNi,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,1100,360,,,WQ,,FCC,FCC_SS,,,10.1016/j.intermet.2019.106578
CoCrNi,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,1100,360,600,30,WQ,,FCC,FCC_SS,,,10.1016/j.intermet.2019.106578
CoCrNi,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,1100,360,650,30,WQ,,FCC,FCC_SS,,,10.1016/j.intermet.2019.106578
CoCrNi,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,1100,360,600,60,WQ,,FCC,FCC_SS,,,10.1016/j.intermet.2019.106578
CoCrNi,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,1100,360,650,60,WQ,,FCC,FCC_SS,,,10.1016/j.intermet.2019.106578
CoCrNi,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,1100,360,700,60,WQ,,FCC,FCC_SS,,,10.1016/j.intermet.2019.106578
CoCrNi,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,1100,360,800,60,WQ,,FCC,FCC_SS,,,10.1016/j.intermet.2019.106578
CoCrNi,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,1100,360,900,60,WQ,,FCC,FCC_SS,,,10.1016/j.intermet.2019.106578
CoCrNi,0,0.333333333,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,1100,360,110,60,WQ,,FCC,FCC_SS,,,10.1016/j.intermet.2019.106578
V10Cr15Mn5Fe35Co10Ni25,0,0.1,0.15,0.35,0.25,0,0.05,0,0.1,0,0,0,0,0,1100,360,900,10,,,FCC,FCC_SS,,,10.1016/j.msea.2018.12.077
V10Cr15Mn5Fe35Co10Ni25,0,0.1,0.15,0.35,0.25,0,0.05,0,0.1,0,0,0,0,0,1100,360,900,30,,,FCC,FCC_SS,,,10.1016/j.msea.2018.12.077
V10Cr15Mn5Fe35Co10Ni25,0,0.1,0.15,0.35,0.25,0,0.05,0,0.1,0,0,0,0,0,1100,360,900,60,,,FCC,FCC_SS,,,10.1016/j.msea.2018.12.077
V10Cr15Mn5Fe35Co10Ni25,0,0.1,0.15,0.35,0.25,0,0.05,0,0.1,0,0,0,0,0,1100,360,1100,60,,,FCC,FCC_SS,,,10.1016/j.msea.2018.12.077
TiZrNbV,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0.25,0,0,,,,,,,BCC,BCC_SS,,,10.1016/j.matdes.2015.06.072
TiZrNbVMo1.7,0,0,0,0,0,0,0,0.175438596,0.175438596,0.175438596,0.298245614,0.175438596,0,0,,,,,,,BCC,BCC_SS,,,10.1016/j.matdes.2015.06.072
TiZrNbVMo2.0,0,0,0,0,0,0,0,0.166666667,0.166666667,0.166666667,0.333333333,0.166666667,0,0,,,,,,,BCC,BCC_SS,,,10.1016/j.matdes.2015.06.072
CoCrCuFeNiTi0.8,0,0.208333333,0.208333333,0.208333333,0.208333333,0,0,0.166666667,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1016/j.intermet.2006.08.005
CrFeCoNiCuTi0.5,0,0.181818182,0.181818182,0.181818182,0.181818182,0.181818182,0,0.090909091,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1016/j.intermet.2006.08.005
CrFeCoNiCu,0,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.intermet.2006.08.005
Cu0.25AlCoCrFeNiTi0.5,0.173913043,0.173913043,0.173913043,0.173913043,0.173913043,0.043478261,0,0.086956522,0,0,0,0,0,0,,,,,,,BCC,BCC_SS,,,10.1016/j.jallcom.2007.11.110
Cu0.5AlCoCrFeNiTi0.5,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.083333333,0,0.083333333,0,0,0,0,0,0,,,,,,,BCC,BCC_SS,,,10.1016/j.jallcom.2007.11.110
HfNbTaTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0.2,0.2,,,,,,,BCC,BCC_SS,,,10.3390/e21020114
NbTaTiZr,0,0,0,0,0,0,0,0.25,0,0.25,0,0.25,0,0.25,,,,,,,BCC,BCC_SS,,,10.3390/e21020114
NbTiZr,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0,0.333333333,0,0,,,,,,,BCC,BCC_SS,,,10.3390/e21020114
HfNbTaZr,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.25,0.25,,,1800,1440,,,BCC,BCC_SS,,,10.1016/j.actamat.2016.01.018
CoCrCuFeNiTi,0,0.2,0.2,0.2,0.2,0,0,0.2,0,0,0,0,0,0,,,,,,,FCC + Im,Im,,,10.1016/j.intermet.2006.08.005
AlCrFeCoNiCu,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,,,,,,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.msea.2008.08.025
AlCrFeCoNiCuMn,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,,,,,,,FCC + BCC + Im,Im,,,10.1016/j.msea.2008.08.025
AlCrFeCoNiCuTi,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0,0.142857143,0,0,0,0,0,0,,,,,,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.msea.2008.08.025
AlCrFeCoNiCuV,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0.142857143,0,0,0,0,0,,,,,,,FCC + BCC,FCC_PLUS_BCC,,,10.1016/j.msea.2008.08.025
Co25Ni25Fe25Al7.5Cu17.5,0.075,0.25,0,0.25,0.25,0.175,0,0,0,0,0,0,0,0,,,,,,,FCC,FCC_SS,,,10.1016/j.actamat.2016.01.050
CoCrFeMnNi,0,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0,0,0,0,1100,360,800,60,WQ,CW,FCC,FCC_SS,,,10.3390/e20120967
V10Cr10Fe45Co10Ni25,0,0.1,0.1,0.45,0.25,0,0,0,0.1,0,0,0,0,0,1100,360,900,10,WQ,CR,FCC,FCC_SS,,,10.1038/s41598-019-39570-y
V10Cr10Fe45Co20Ni15,0,0.2,0.1,0.45,0.15,0,0,0,0.1,0,0,0,0,0,1100,360,900,10,WQ,CR,FCC,FCC_SS,,,10.1038/s41598-019-39570-y
V10Cr10Fe45Co30Ni5,0,0.3,0.1,0.45,0.05,0,0,0,0.1,0,0,0,0,0,1100,360,900,10,WQ,CR,FCC + BCC,FCC_PLUS_BCC,,,10.1038/s41598-019-39570-y
V10Cr10Fe45Co35Ni0,0,0.35,0.1,0.45,0,0,0,0,0.1,0,0,0,0,0,1100,360,900,10,WQ,CR,FCC + BCC,FCC_PLUS_BCC,,,10.1038/s41598-019-39570-y
V10Cr10Fe45Co10Ni25,0,0.1,0.1,0.45,0.25,0,0,0,0.1,0,0,0,0,0,1100,360,900,10,WQ,CR,FCC,FCC_SS,,,10.1038/s41598-019-39570-y
V10Cr10Fe45Co20Ni15,0,0.2,0.1,0.45,0.15,0,0,0,0.1,0,0,0,0,0,1100,360,900,10,WQ,CR,FCC,FCC_SS,,,10.1038/s41598-019-39570-y
V10Cr10Fe45Co30Ni5,0,0.3,0.1,0.45,0.05,0,0,0,0.1,0,0,0,0,0,1100,360,900,10,WQ,CR,FCC + BCC,FCC_PLUS_BCC,,,10.1038/s41598-019-39570-y
V10Cr10Fe45Co35Ni0,0,0.35,0.1,0.45,0,0,0,0,0.1,0,0,0,0,0,1100,360,900,10,WQ,CR,FCC + BCC,FCC_PLUS_BCC,,,10.1038/s41598-019-39570-y
HfNbTiVZr,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0.2,0,,,,,,,BCC,BCC_SS,,,10.3390/ma11020208
CrNbTiZr,0,0,0.25,0,0,0,0,0.25,0,0.25,0,0.25,0,0,,,,,,,BCC,BCC_SS,,,10.3390/ma11020208
HfMoNbTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0.2,0,,,,,,,BCC,BCC_SS,,,10.3390/ma11020208
ZrTiHfV0.5Nb0.5,0,0,0,0,0,0,0,0.25,0.125,0.125,0,0.25,0.25,0,,,,,,,BCC,BCC_SS,,,10.3390/ma11020208
Zr2.0TiHfVNb2.0,0,0,0,0,0,0,0,0.142857143,0.142857143,0.285714286,0,0.285714286,0.142857143,0,,,,,,,BCC,BCC_SS,,,10.3390/ma11020208
ZrTiHfNb0.5Mo0.5,0,0,0,0,0,0,0,0.25,0,0.125,0.125,0.25,0.25,0,,,,,,,BCC,BCC_SS,,,10.3390/ma11020208
ZrTiHfNb0.5Ta0.5,0,0,0,0,0,0,0,0.25,0,0.125,0,0.25,0.25,0.125,,,,,,,BCC,BCC_SS,,,10.3390/ma11020208
HfNbTiVZr,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0.2,0.2,0,,,,,,,BCC,BCC_SS,,,10.3390/ma11020208
Re10Nb30Ti30Zr30,0,0,0,0,0,0,0,0.3,0,0.3,0,0.3,0,0,1400,120,1400,360,20 K/min,,BCC + Im,Im,,,10.1016/j.jallcom.2018.12.325
NbTiZr,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0,0.333333333,0,0,1400,120,1400,360,20 K/min,,BCC,BCC_SS,,,10.1016/j.jallcom.2018.12.325
Ta10Nb30Ti30Zr30,0,0,0,0,0,0,0,0.3,0,0.3,0,0.3,0,0.1,1400,120,1400,360,20 K/min,,BCC,BCC_SS,,,10.1016/j.jallcom.2018.12.325
Cr10Nb30Ti30Zr30,0,0,0.1,0,0,0,0,0.3,0,0.3,0,0.3,0,0,1400,120,1400,360,20 K/min,,BCC,BCC_SS,,,10.1016/j.jallcom.2018.12.325
Re10Nb30Ti30Zr30,0,0,0,0,0,0,0,0.3,0,0.3,0,0.3,0,0,1400,120,1400,360,20 K/min,,BCC + Im,Im,,,10.1016/j.jallcom.2018.12.325
NbTiZr,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0,0.333333333,0,0,1400,120,1400,360,20 K/min,,BCC,BCC_SS,,,10.1016/j.jallcom.2018.12.325
Ta10Nb30Ti30Zr30,0,0,0,0,0,0,0,0.3,0,0.3,0,0.3,0,0.1,1400,120,1400,360,20 K/min,,BCC,BCC_SS,,,10.1016/j.jallcom.2018.12.325
Cr10Nb30Ti30Zr30,0,0,0.1,0,0,0,0,0.3,0,0.3,0,0.3,0,0,1400,120,1400,360,20 K/min,,BCC,BCC_SS,,,10.1016/j.jallcom.2018.12.325
Re10Nb30Ti30Zr30,0,0,0,0,0,0,0,0.3,0,0.3,0,0.3,0,0,1400,120,1400,360,20 K/min,,BCC + Im,Im,,,10.1016/j.jallcom.2018.12.325
NbTiZr,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0,0.333333333,0,0,1400,120,1400,360,20 K/min,,BCC,BCC_SS,,,10.1016/j.jallcom.2018.12.325
Ta10Nb30Ti30Zr30,0,0,0,0,0,0,0,0.3,0,0.3,0,0.3,0,0.1,1400,120,1400,360,20 K/min,,BCC,BCC_SS,,,10.1016/j.jallcom.2018.12.325
Cr10Nb30Ti30Zr30,0,0,0.1,0,0,0,0,0.3,0,0.3,0,0.3,0,0,1400,120,1400,360,20 K/min,,BCC,BCC_SS,,,10.1016/j.jallcom.2018.12.325
Re10Nb30Ti30Zr30,0,0,0,0,0,0,0,0.3,0,0.3,0,0.3,0,0,1400,120,1400,360,20 K/min,,BCC + Im,Im,,,10.1016/j.jallcom.2018.12.325
VCrFeTa0.3W0.3,0,0,0.277777778,0.277777778,0,0,0,0,0.277777778,0,0,0,0,0.083333333,,,800,1500,WQ,,BCC,BCC_SS,,,10.3390/e20120951
CrFeTaVW,0,0,0.25,0.25,0,0,0,0,0.25,0,0,0,0,0,,,800,1500,WQ,,BCC + Im,Im,,,10.3390/e20120951
HfMoNbTaTiZr,0,0,0,0,0,0,0,0.166666667,0,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,,,,,,,BCC + Im,Im,,,10.3390/e21010015
HfMoTaTiZr,0,0,0,0,0,0,0,0.2,0,0,0.2,0.2,0.2,0.2,,,,,,,BCC,BCC_SS,,,10.3390/e21010015
HfMoNbTaZr,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,,,,,,,BCC,BCC_SS,,,10.3390/e21010015
HfMoNbTaTi,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0.2,0.2,,,,,,,BCC,BCC_SS,,,10.3390/e21010015
HfMoNbTaTiZr,0,0,0,0,0,0,0,0.166666667,0,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,,,,,,,BCC + Im,Im,,,10.3390/e21010015
HfMoTaTiZr,0,0,0,0,0,0,0,0.2,0,0,0.2,0.2,0.2,0.2,,,,,,,BCC,BCC_SS,,,10.3390/e21010015
HfMoNbTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0.2,0,,,,,,,BCC + Im,Im,,,10.3390/e21010015
HfMoNbTaZr,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,,,,,,,BCC,BCC_SS,,,10.3390/e21010015
HfMoNbTaTi,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0.2,0.2,,,,,,,BCC,BCC_SS,,,10.3390/e21010015
HfMoNbTaTiZr,0,0,0,0,0,0,0,0.166666667,0,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,,,,,,,BCC + Im,Im,,,10.3390/e21010015
HfMoTaTiZr,0,0,0,0,0,0,0,0.2,0,0,0.2,0.2,0.2,0.2,,,,,,,BCC,BCC_SS,,,10.3390/e21010015
HfMoNbTiZr,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2,0.2,0,,,,,,,BCC + Im,Im,,,10.3390/e21010015
HfMoNbTaZr,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,,,,,,,BCC,BCC_SS,,,10.3390/e21010015
HfMoNbTaTi,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0.2,0.2,,,,,,,BCC,BCC_SS,,,10.3390/e21010015
